DW_TEMPO;ds_invoice_date;Ano;Mes;Dia;Trimestre
10b5e496338df7c07e6db2583433f86d54e605a0d2894c630fb8960e66c8a7c0;08/12/2017;"";"";"";""
24f0aa52fe17b4b33a5d13ee29f26f5ee87853278b93ae0a5f5b0360c96f6ca7;06/02/2018;"";"";"";""
d27cc0cbb9a34a4f7c5517fcff19d59655946978ee277e37f7d31365271bb8c6;25/02/2018;"";"";"";""
e7076e9f596a162cef7e6fef269013db66c984fc39f51ff4fe770dc7d1dd7941;12/04/2017;"";"";"";""
3b3790cba845d7d577f986a532d3676271f2d9798ce2bcfa3a175966358c1951;22/04/2018;"";"";"";""
f478bc3a1f00683516dccdc8d89a14eefa40f9da9fbeb5c2536e13c7d21374aa;10/11/2018;"";"";"";""
337667809179a920f3767b8235f26bbae38f633874bff16511e7647de47709e3;01/05/2017;"";"";"";""
16529a14cff7b4a4a4c06a868a9171052d11ade258b694a61b2cd53f514bc93a;22/06/2017;"";"";"";""
837d61eec6032c68a91b77f0496731e2b63b61e550b5688790a3725c5f71d28f;20/11/2017;"";"";"";""
a9443c22cc436ff4f0b2dd6ffdf5935909c7f13677cb7e8e3fd1361fa666d4ae;06/07/2018;"";"";"";""
59e0c42098611da53ad189240decab17714acb010eca181f523faf8bcc8e519c;07/06/2017;"";"";"";""
7ae0cb88044ad11d104952b697b9a23af8347994d040c6efa9e11cb2c4ad54a9;15/12/2018;"";"";"";""
498bab03cb25cb2c8686754b53ba1afd902c3cb48990afee3747cf6211f03cb7;08/01/2018;"";"";"";""
2647aa9c0aa1484dd545860de23d46284838387622c8cb51ba97242552111e4c;28/07/2018;"";"";"";""
fb787a9879424ffffd4fa79111c845c8c3a70565800d685b36fa1fd4d911f981;08/12/2018;"";"";"";""
9fbde6734e5e22f255460d8e846f208e1ff5084314ed071df4ce79d0f5009343;09/07/2018;"";"";"";""
1c74eef40f21abc2b64d6103ba6689ccc659c56510f68d2e8da9c42136ca21f7;21/04/2017;"";"";"";""
e984af60b9f7eb1e1538143621d8b53076cf4209976adfa48f475427d0ac14c0;10/07/2017;"";"";"";""
ad9cac55265ce46d272a9bd835cc40c1acfce815cba8eb0ad980cc19370288ac;15/09/2018;"";"";"";""
e35d3770bc0a6cd1fadcd5156538213bd15c323a3e824e2a7c344d03ce3424a7;17/10/2017;"";"";"";""
8580f1f6a5e85960d8de09630a9423c2007bdca3f3eb7de2dd464e2753dc30aa;16/11/2018;"";"";"";""
0c66bae59d5a4b07269a26ebda17792cadf242fe45871c88b60886490b69bf80;20/01/2018;"";"";"";""
a597437b7e832d79af48fe5ec1ea71854fc9de38d6f734795fe4b82ddee27a06;09/08/2018;"";"";"";""
f4d38e8284b2be763a73a0ea961c98e2dd949dcf87a48300f0784ee5299808b4;04/02/2019;"";"";"";""
492ef81fb2bb82f52ea3b75e1db5550cebd6423c97a2dec5a977f50b454c1920;18/08/2018;"";"";"";""
704bb01dfbbabfb78d7a3d38c4bedf11bd3acf3db2238a12d4233e3a2973da57;04/01/2018;"";"";"";""
625d7b1b5a0f28c174a8b19e27bea10b5717ab3937d0e8bdd81c5c8a67a2fac1;23/11/2017;"";"";"";""
208269821e16d27108befa06f0160e9072e1a25e09b568003abd9606fbe70aaa;26/04/2017;"";"";"";""
13dbb9a52c41906c864fa8dbfb5152fb5bab70d006d8935763befb25454d0dfe;13/11/2017;"";"";"";""
a773e87e475b1f2152e18865bc6351ac1dd2ec6e980d386529bcc060e7124e0e;13/12/2018;"";"";"";""
944611463e372252df6254fd9543b7522ed298e6d50e3b9f751214f41b11e698;11/02/2019;"";"";"";""
2bb75f6d3548206606ebbfca2377ee52fc709a6d035732901c63ac17f2978e5b;14/04/2018;"";"";"";""
b1d13812775e3d1428c321789858ba02937b4a8fb0f485ddc01fddcb71eaf4ab;16/12/2018;"";"";"";""
44ec20fd538b4e127ab2d69d6286bce1df64ba5734f865476d9470679dacde43;28/02/2017;"";"";"";""
76a3fb34ae8f44f8cb51b5f5e9232f91b4660edffd3f2f5b70cb6d33ce46bf0a;03/04/2017;"";"";"";""
215dbcf0bc4de155d0db141ee8e75178e5693f68d913afc922faf3775830035f;07/09/2018;"";"";"";""
98467c6e6f091703040316f4fabfed0b92b070168c7b01c13cb5071364b83750;09/02/2018;"";"";"";""
52252ad97c77efb2c7e7095327740bdf9a9d4fe33dafae8fad7f91afb9f9f5f2;22/05/2017;"";"";"";""
2d2f7b8873a30d247df3ca507ab43e2f9d4f896505da3b5144a6670e0d696036;09/08/2017;"";"";"";""
047fbabd2af5b967c037269aff3a8d8e2164155bc2690243beda45056bc26526;03/12/2018;"";"";"";""
dedd2a7af6fb922e3a636cd3835db6388c1a337ac80e46b0d65f24a9ff3c1949;04/11/2018;"";"";"";""
9be7d747204471dd7577346bf7583f9fde08200a69a656dab1714835fd4cccb1;27/05/2018;"";"";"";""
70a3942c95060a8c6065ab9496e0e7f5234a36247db8936f9d8f49d8bde6c596;07/06/2018;"";"";"";""
e5b1fc5a9d69532f0d582e20bdadf6dc5af2ca604098a32e493c1fd2263d8189;01/11/2018;"";"";"";""
6be192252b3740ecded24294071450fd783485f97e51d3f74506ee5f3c864260;27/11/2017;"";"";"";""
e54c15f4ed14298c2a8bef1287ee2223d56ef316b367d30a48e178be40cccb99;02/06/2017;"";"";"";""
61c98512e5d43049d95e8216e5ceeab62cb3380ebad8b30e43f02a4fc088b4c1;26/10/2018;"";"";"";""
19ca3c14fd89d9bb6e436948ada000aa3826ac715922c8683dd5f8bcef6dcf49;17/11/2018;"";"";"";""
63a2d45fbf366efeb8ecf696586fc4d409e1d18fabbb70c4ce6f2ccf9f5734ea;22/01/2019;"";"";"";""
0e0123e816d8572f6bdaddb8bba4e7645d595ae3d2aef35614afedb8d00be7a8;13/07/2018;"";"";"";""
356895ea282d653ad89c1dc54f44fc7caf853ee0dbc2c219f929177241cb282b;26/02/2019;"";"";"";""
7ec1d1e66cd743fbda7926f6c7c5d0686c5ede743ef43a1b67a25f95c9590ae6;26/04/2018;"";"";"";""
a3fae53f7d3431bb620582dc35cf003e127aa686775362778a559d86ddf7ccdd;28/01/2019;"";"";"";""
5c2270c7bf5f85e30eb1b4c60db9ce403c61164b8bf377d086f0b8fef97cf149;29/01/2017;"";"";"";""
b462469d9c2be5009447e3ba1bfa29869d024fb89dde67a1fe50be2a1ec059d1;23/03/2018;"";"";"";""
724fc32756e4f3909b9cad58da445fc89eaede501f8c337207179fee5c1286af;12/05/2017;"";"";"";""
66c5d762a5f8ef82b08aee08744e0341cf8c5a12d561758c700cc0245261587d;29/01/2019;"";"";"";""
fd13ccd2e956a3b503a939d8113ae2e7a0faf454eb8121f12ed5724aed8ace2b;18/03/2018;"";"";"";""
7c38497d7ccc0c1c89f41f5887f3886038f68d547cf03389c353f79691ea17bb;05/10/2018;"";"";"";""
1e5ddc4bc261dfb44443afc436f2f4537f3a81e2fc8efe209a8b32ce43ab0757;19/01/2019;"";"";"";""
868f1a3e51ec347205dc0e1db158a318abcfd07d327c099b8a5cf1f63f6e3c39;21/01/2019;"";"";"";""
1e133d8026c8f593d6a556e5e45677d01d84eefb46293257faa91222bc4f3545;19/10/2018;"";"";"";""
98abe967ed1a190a26b79480cfa21b763a11a31d8b107852f9429dd3a896f9f2;25/06/2018;"";"";"";""
ce664999b16c265fa17aa62e33d07dcc86bcb211b73807040f9860efb63d669f;23/08/2017;"";"";"";""
bc6f13c3b26e3cbb379227e7e1dcd7f86740dd55d4c951a8ba8de2baeb5f5b06;10/09/2018;"";"";"";""
fc287965c77f8fd686d3dc025865dd2ec638bcdfbf39b7b1a8ff59ac9b26e1f0;12/06/2017;"";"";"";""
55da6ea615fd35f5581886379247180e8a3d7e0d1ab3398e1b2e266019aa63b4;20/01/2019;"";"";"";""
c8641c8fbc8fac454cf0960ce82380119d07f2e832de76e4ed57e73c8a603de0;04/08/2017;"";"";"";""
c04cb72c2b708471e907173ff18b282a24d72772a7a78045eb0b6fc8dc7869a0;03/11/2018;"";"";"";""
7489c3a5e515df9420dcb37ddaa54f9a5885996596f23a65ae6bed52a6e4685f;06/03/2017;"";"";"";""
2d3706753cdb77e1e3336d715db70c9624f151eb6ae1b94b584ebe2617118150;03/02/2019;"";"";"";""
203c0d96398a553bab49d108dc1eccdf740eaf4dabb7213c9b1e4f87f7cf78f8;25/08/2017;"";"";"";""
e7ced6961936dd3d14a9f8e32186a8496ad96312b70227f5641b1952d80d7d8c;30/05/2017;"";"";"";""
6c27a5eea50bd5f0a986a4320b053d28edee97571a64c912a1c5610a26bc0015;19/06/2018;"";"";"";""
786c59cbf5fdff68b2357ee48c67365f0d691db7420a323c69ac4c612da4c355;05/07/2018;"";"";"";""
65a70e31a0a78e250ad5e5dfee08ee091bf50de7ecb0a9253f114ed8425f2a85;09/01/2017;"";"";"";""
ea222f9c4a3d40f31d9f1ca0f418f56043ea7ada7329b2c787ca740b2aee278d;11/03/2018;"";"";"";""
1bf8f88ea8eaa5f8e6a0036a3d4029e356fb4ec21f92c0809961395299d327f9;27/02/2017;"";"";"";""
5500e2efbc822c5ba2333e224f39c6ae4026bdc482108248f540878ee21de4ab;08/08/2017;"";"";"";""
b5b586c33c4043a56aff722aed2122f150a56f448ad1cb3674e27fbcfd5c6641;23/02/2019;"";"";"";""
db68b122d7cb1a54b843f1e9533a1ad620acd7c1cb98e6b70d939d7961ee1358;01/01/2018;"";"";"";""
4650e255a4a4ec2c24d7ce3fb0490c51fa3ed6047c1d4c56bf5978ec5447f04d;13/04/2018;"";"";"";""
57923e5db07b11a83986154e991b70b5472f3c9590c336157d796ad1b5ac6fad;28/08/2017;"";"";"";""
7f71bcb2e886ec9e018f2ef0ff896302438ec41edb23c6442613002ddbbf2677;18/04/2017;"";"";"";""
fa211c91cce0eb31caa292f1e6d277a91f6e62ef59ea93e02558f11129cecfb1;21/01/2018;"";"";"";""
4a3933e506f2f5b8c8fb2fb409e2b271fd35ba8f788c2145f3c0654fc37d7f51;08/04/2018;"";"";"";""
b5832c26ff220f188a9b6b13e5fbf8afc02aba5cf7c49b5987fa65d41ad6f4ea;06/11/2017;"";"";"";""
f50ce2a684732497c5614a433394acd1520f80407840df3496484dbc8c4b79e4;18/10/2018;"";"";"";""
53ac7df9746af7fb974a950d45dcbfcad247baea575904305c55582428fb5243;10/05/2017;"";"";"";""
3b3b74d089892274f8c6653fff88236f8442aa3fecc5f587dea4bf74f79b3a65;22/08/2017;"";"";"";""
f6d5039c765286aa7a18a1c2b8fe6c2a233f7975dd96a2653a7c0b5aa660f90f;21/12/2018;"";"";"";""
839afee1a767578946a916a7ee45cd4c7db371b9bc364bca238550dee35e9e16;20/07/2018;"";"";"";""
3a92a8d35507df3c1329a166bba32d57ff40b212dda18f33efd4bc57b4fa10d4;21/07/2018;"";"";"";""
9e108098ada896dee857e108b06da2946fa70fbf5f1d27ddd2eaa7b89a7b34c7;12/08/2018;"";"";"";""
ba9850fb9676dd4bc08522a58f6bcc18d4de7ea6122a04cdb9015b4d01b3af3d;23/09/2018;"";"";"";""
ff28ffcb8ea1c928cb9d1c39ed0d6117919f93e75e736bbfc11df0c7f02647d7;31/07/2017;"";"";"";""
454aa5463a6f7f8db321ea21a61ade08cce4714c55510f53e8687438cd1cc330;03/01/2018;"";"";"";""
364d82cef68c55b1991688923b468457e4ccbc380a5c77381f5a56a4c02f0cbb;17/07/2017;"";"";"";""
b0bf1b10a8c019fc53ffa8ae85005db6cf42e65491d66c06ac6bc13f5e14278c;16/09/2018;"";"";"";""
255f962f92911cbb65af1f92bb5672fb8a7b7c2b80e00fdf05b861e54dd7baa7;14/09/2018;"";"";"";""
c187fc1cabb6f89b02a13953043e000ed8cc11f3484f0001b8ebf24af35e9106;14/02/2017;"";"";"";""
a340050f056f0000e7e096da067a353b666a6ddc4600c0fe767a143ad9f1f9ff;27/06/2017;"";"";"";""
cf703f6e180bfa5d7e60d9adfb4eeb0f9ac050a3a3c6bdc0018f89223fb3e68e;29/06/2018;"";"";"";""
2fa1532812481a18293a6dff46a0196d76d105338aecb0fbdf8e63cb8f843923;16/10/2017;"";"";"";""
13f7c7a7634950576bb76095b6d085d4f25a875cba84242457418d245a00dfb7;11/06/2018;"";"";"";""
1a8da57aec9486771118b36e11443c7b0d5beb47dfd2c91bf1da32547f178f6e;16/02/2018;"";"";"";""
694a441f979bbacb5a18d4d19a0dbdfda0721d7db399bfe85e8e4af154f45e8b;05/06/2018;"";"";"";""
69d332691e1696723fffe32e0374dcb5928d69d4552fc6cda3f6802e6df781f5;20/07/2017;"";"";"";""
51235e3156953a7b1cfa839fe7d1029ab2fe80dd8158391a7ae2c5d4f9398085;18/02/2019;"";"";"";""
53596ea9a6c431036c9252eb4415ef9e50e3af99339cfbe0313abd897d78b63a;12/11/2018;"";"";"";""
1c7051b83da2a14eaf0d710c1e6e77a8ef57a598fd897ba2ce6d682ca015f27e;17/06/2017;"";"";"";""
86fdf1a76d9c6ae3af78e15f4eeccd275be25c547a7690961f9c84c6d07cb78d;22/01/2017;"";"";"";""
5d1ea14affd734cc0d41745ddbfde240935dddc72e513dffe5f75af04be6201b;26/03/2018;"";"";"";""
d65c1f04d9cca7e8da8d6ff36db8b2e0f0e5f81f7b5fb608839ed64241788b87;23/07/2018;"";"";"";""
07de09b27d7f7123bcd51655ee4676d56c6a17c18793e82d7762bc693478121f;02/08/2017;"";"";"";""
a160347ce93e2fcf7f5805ddf050f199e0592eb0de691122f9f5d50f9e8c9e30;06/09/2018;"";"";"";""
90419b5de86149570cea690b63614fa52489f79e5c87e7e78f6184f4eca30586;26/01/2019;"";"";"";""
30d18ac545bfdd95f4102de1a74ef200553bf0275088561d620136a9abff4e1a;09/01/2018;"";"";"";""
2b4469a8297487fadf6ade751cf837e0ec6fedd4bc097e56de6bd382423f32ab;01/02/2017;"";"";"";""
e68f32deb0590059118c7ca793f7976ab55f08be732f414dfe1a7c0abbb0970e;07/09/2017;"";"";"";""
14a112182b755b1a564a53662d7b2a2183d5e028748425b8fdd9eaf579485f5c;08/06/2018;"";"";"";""
dafab881d916f3ded10a68e2492185feee751045be7f803dd3ac5dd4950f412e;26/06/2017;"";"";"";""
4b98469867a8b871e1f2b996fc10b15ecf1ee2a8c66916f581e3ac49ec393400;10/06/2018;"";"";"";""
5d4fc7cc39a47419878c762bb5d1eeffc8ae67bdb53e57372af43f2531dee72b;22/09/2017;"";"";"";""
46ac7d07e980aa9adaa10ac8ab781cabd7173fc7d7f8d5053b882bac678bdc04;21/03/2017;"";"";"";""
94d4fc4e613ec943528d8b7c2d2e3a9ba5b338bec6a2f1c7708976088e3ad670;06/12/2017;"";"";"";""
11cf4552f8f27522e29acd5daec80590de78b438fc55ae040d397ae67d3dc0eb;04/03/2019;"";"";"";""
1b2d853e5ab08299d2a40a75c931b6b62585d6c52676181ed5325556672bb46c;25/05/2018;"";"";"";""
f7d5a458e3e6f21370a657a54d131c9f3ade02e6a884bc379207bb1f95257e17;12/02/2018;"";"";"";""
02f82ba157ad64a46c6504844763f9b87737bec88ec244f51e67bb3ff8c47a19;17/03/2017;"";"";"";""
beb3e1feaf03c0c3472d27641a321a402d88640baab22a289eb195c05f726b17;17/05/2017;"";"";"";""
06609def66d1ad0dae1fb4aba510f69ab883507de226f67bb44b4873cab4049b;28/09/2018;"";"";"";""
59615e8f4fe163c87f17746e247a7d4fb2562f4e703a7a8caa747bcb0ba83582;18/03/2019;"";"";"";""
95eb53d257c8220ad4edc108fc3168da53e3363496bddc6c958c6bcf130a85ec;30/12/2017;"";"";"";""
4dee19c134f99f6442b6d69669eafcf795a89f395f47dcc3fe0abb373adc8c7a;21/06/2018;"";"";"";""
d8bf9fb894892a8d4d6259294d08df59f6e268da9e50ad7a38c5f28b88f65926;15/03/2017;"";"";"";""
00dd734339033367ece760cf8f8e3a1849bad5ecabe89679c94ea022ec0c4ab0;31/10/2017;"";"";"";""
30f9d552fc0edbe6f6a3e7d82e704093fecf39a5b7f0548857375d5cb0c85d2b;10/11/2017;"";"";"";""
b43099bec293f3fe8840f0a8bdff4bf7ba2cf1b16f4a30d537af07600f73a6d0;23/01/2017;"";"";"";""
ba4fb41da14c6b91e45cdb61e8c7018f606bfde35131122d768bbda09ad52281;30/06/2018;"";"";"";""
6e62a1ba8009c4992d2f57d3adf705865db7c9f48e3e2819ec06d88bce89f43e;17/06/2018;"";"";"";""
1c8b1935ca797fc884681eec60f6b46dc9f8e7462f65e634e6298030b367da52;05/03/2018;"";"";"";""
433d63bdbf83dbfc5055be56ebb1d9c8d7233d23b53b41b787d26034929d31d2;25/01/2019;"";"";"";""
ca3b9f9a2d393c9e505f20f9da35da22faed98454026a02d092c8104481746d7;12/04/2018;"";"";"";""
cf5cbcef98a44ca6557d909da75063c5d81e115a6bae80cadc4d1c9f20d472e0;18/01/2019;"";"";"";""
b857cec06e30daa54629556e72fbad8c1eda3e6535b7b0e51ad620c705dc000f;12/05/2018;"";"";"";""
a40690299aa77c71c101abb62bd4012657ffff7562d4359ce599d66c8001c0f4;26/10/2017;"";"";"";""
19ec39da4c0fcfc41fda09268b79dd879961e7b2d82926a5518160f9f2bcd646;06/05/2018;"";"";"";""
b7069d5aa211230819a3a6b6f51f22491a37c87ac57f3bc15ea4d4ffe6df2c7d;18/09/2017;"";"";"";""
54e4deeb99e22175975c6462cc349e045acd3f39a0471553c2dc7d4df51e0e3c;19/09/2017;"";"";"";""
bbf2145aceeefc5babb2baa969c9c2cf4c61a625d92317d04a34cb3da5aa9f11;23/10/2017;"";"";"";""
d39da328c630ccb49ed97faed1ed8d06f9d9e0aa41e375f470b0b478d58f8185;26/01/2018;"";"";"";""
73dd5be6a40765d4383e9dc15b3d2805f1b5aec82db4aef8123eb8590333e467;26/09/2017;"";"";"";""
716acde891c207b723c47662e89a9534008fd2aaa1cc9eb23298edf05b8e75c1;20/12/2018;"";"";"";""
34dd2576e25578fae619132d7843fab97ac52b572e5ef48ed471f9d71ae6564d;09/03/2019;"";"";"";""
3b0ac32034d789210a5b1b945ad14c23ebdf1b91a70a5a8e42d9470f800bbb80;27/03/2017;"";"";"";""
f3b0b20830435aef5232ba553362d9e9c9914dc334cdf50576fde97265ac2c14;06/04/2018;"";"";"";""
3d85164869189f46965656e811b6468805356efbdf188444af796950910431f2;30/08/2017;"";"";"";""
6e0fc5444df236b35e0ffdb6ed0c2f38c1c3260026ceda6828399f3773947a55;09/02/2017;"";"";"";""
a09d87deeefa7ee002e8ceaa230684279bbb8913368775786b2fbbe01c780c51;20/09/2017;"";"";"";""
04c0f30fcfed8191213d27e983c8263fe58bd69be76bd0ad9af2f578d4949a2c;06/12/2018;"";"";"";""
6d8ea90300528542406fa171f99453205c3c1bb734170ea9a8f015821d013c28;28/09/2017;"";"";"";""
6124ecefb8d3f7cad55553eba18e83fd5cd1b52cef455927026deb54189cf67c;17/03/2019;"";"";"";""
ca19e1ac6b34ca7e6c1fa53963911a581c4956f6d3846f0cb22208cc0d273ba1;07/04/2017;"";"";"";""
fb02c165db5ff8815efeb65aa17f105d08be60174858f1e8d3d33e7b0b83c25e;04/05/2018;"";"";"";""
3c00e4d287827acdbe5b19b10aff9339f7a804e57fdcba824b1d18acf736d097;30/07/2018;"";"";"";""
48adeabb773284306ff9591cdb0f65aaa8c6cf69c8de1ffbe0af1987746a5f2b;14/08/2017;"";"";"";""
414515c57a76bc54807942386434728da0cc7768addd1e0b5dda78d822060b93;27/01/2018;"";"";"";""
eeb5a00b27c402988d4cc7a197a9f58fdfaaae5891936e2c1323a22fab1d65bb;31/03/2017;"";"";"";""
0c2dc648c3f795fe39d4c79a8457e79f8a554e6c9281f2ba5bafe6474b7cb87d;15/06/2018;"";"";"";""
4666097fec5b44daa37b707fd673dc9929f92923faa9c9c31f3be9d4520c88fe;28/10/2018;"";"";"";""
6b8a45d3e1076349f753d22dea1df994820b3a00e2f86ae3945b2f6084b55423;05/10/2017;"";"";"";""
42c53a63f03e60ba66a84bde9fd81bcb46cd0b43cc7cf10629ec99738a915a3e;30/11/2018;"";"";"";""
2159c3ef7bb8fe4b02a83943d89fe169d01a04d40413835a78cc3e2efa0ebacc;09/10/2017;"";"";"";""
c31fd42c311ec6251e6a02c4ad9bef44290808f8c42800cf3ce47f1190a19380;16/08/2018;"";"";"";""
6e38cf8c9fed397dca44c1f406759b5c9eef3670908a70b13bb3fbf15473be24;15/11/2018;"";"";"";""
836d28a34291b1acf31d5219b0a2c02da0f9a05f308a003ac34d0ef02bbd8b3d;10/01/2017;"";"";"";""
6f3ae9ab7f99969916678034fce7fff0622c538c76333997f4896df49e72f156;24/02/2018;"";"";"";""
8d8db3e17986050945f74b0acf3ba6e741330478803b786f14b0c07c0ca0b8f2;07/03/2017;"";"";"";""
2d9ed3ddbafade04f654878397d641069429af2b3158ffd1dc8efb14203d6bc1;25/07/2017;"";"";"";""
34653953fb3af99047f217812aec39923dddd4065f9fed34631259cdb6dc80a1;12/10/2018;"";"";"";""
714115c1e68e146781c1134233190d382d5cfcef637a325e3876a2b6008d0e32;01/12/2018;"";"";"";""
4942f7e7a43cde11a44ee7ea252e553bd779fcb4c718977c5fff54bc51a182b8;11/04/2017;"";"";"";""
e7efb624c12d61f375d2564c68412206cc9515f1a5ceb4c794313c2c5b373235;06/07/2017;"";"";"";""
9db0fbaaed6a9acab4e669a0b1abc7903bbe3be2d6edb5bafe13fc2db9fb1b46;14/01/2019;"";"";"";""
3b7a1695583825327dd39e681aa5eae4fb36e87a1dd4d1a93c1eae1087dcb076;10/02/2018;"";"";"";""
10cac93e3100360b9b9c21ad0d4dd7b9ca95d836997bd973c26e80b1033b7776;29/01/2018;"";"";"";""
69d81914b6f06e268852a5a568e17b8bc40f0a083814739534b4d2d8641128bf;09/06/2017;"";"";"";""
d455c4d722572f3d989e41722c3d23d75da255f2d64435b4c924b324e5dd49cf;03/07/2017;"";"";"";""
6a78e8b8b42b9e5644e620a9e7eac9c6664ca605ff6a202b660811ce4c5d89bd;07/08/2017;"";"";"";""
8e35d9c0e51397794c80eccdc82259d5d89a72e15619daa892885015d666eace;16/08/2017;"";"";"";""
ca1035bc7e529b0ef51777a308c81b871d08aeb746c38fb6d03d7c6dc9748353;04/09/2017;"";"";"";""
0ad285d5525a99fa55665e8f0c72893dffc7920538cd6d4893f61301df2824d2;13/09/2018;"";"";"";""
cce98078f85a302c22de98208bd548b8566f822f8beb557ad4d34d927c6cdad9;08/02/2019;"";"";"";""
7049178ad3f67e6ff66ea7da0b12afac9a37fd89a915bfce21960fb7d84f88b6;24/05/2017;"";"";"";""
ea7f96a9f023e7e2e8f76863b63898286c2c9dfea1e2b1125000578c1dbc39b8;02/09/2018;"";"";"";""
bf6fb115e605ed8db3b9c881f1ef8eb4e99afaec54aa72a913690cedacb3f9d6;23/11/2018;"";"";"";""
77e0a35883a2b14f9a268ec9a2348e41ba57753aa7658dba4353611bb5d1703a;22/12/2017;"";"";"";""
2364cce16d4e2ba153c8aaa279eb177644a3163699950702950d2909dc3d7b63;27/01/2019;"";"";"";""
760256081eb58577168074f6e6ca9740c9d08944bda72f7eb07d99adf1f4f661;03/03/2019;"";"";"";""
8c5f59ccd450d4c577c525495c470d5d327446468c0acb4bf571af423b632c9e;07/04/2018;"";"";"";""
67d9b588f484273ecc51f2a614121401c0a36c38b254b82d01a474f4ae578407;15/06/2017;"";"";"";""
59587422d0dad9d2a378d6ed235d173b2a97b94a0d2375bc2623120c209fad99;03/05/2018;"";"";"";""
74af0c62308472cc7a0ce64ffe9e7f3e591494200599150c0c07e7ff9af5c75b;18/02/2018;"";"";"";""
d4b540d4f509982f885d0a65dc15dc94e294be64af9b704874a4b9731acd345b;24/03/2017;"";"";"";""
6ddcb2d2da0c43cb3ef925f9d92f84269197d1929dedf531f6e51deaefd3da10;05/04/2018;"";"";"";""
bce962fa1c6091e295efcb3732ecc432588bf76ca634e1b6c8c2dbbff2c4c4ef;18/08/2017;"";"";"";""
226c49bda0a9ac205f61cd8b877b4b33e8c9a20d3209155b0b1ab5420bb0facd;06/01/2019;"";"";"";""
3260010177c07b09741dd7ecf0593ea4b18aba8ec2b09c023eed368a552e4ade;22/09/2018;"";"";"";""
ffbbb403830c35b87a8761ae4c4ba1212b028027d891148ad9aa3e173352541b;02/02/2017;"";"";"";""
b8f16a1bf046e0a0f950cca9402731685b3fb85c70a151e223d595744bde5777;19/04/2017;"";"";"";""
c6828320be85aaa2c23fa733926d066969492b1b16dab0bcb815409cb549aff9;26/05/2018;"";"";"";""
3776975484d88d7104b84256325f8cfc0040573a00bcb7ae907ec8396ad9eab8;26/05/2017;"";"";"";""
617d465656d368c66a75aa744f97dbf267a25dbe33146f905565dc98f8e2ce26;29/05/2017;"";"";"";""
8b677c290e303fbb1a47c22bbc314bdc727e7e0d5efa1641f2d94306e337cdaa;02/11/2018;"";"";"";""
6e999ec495e3587f4fa0769c22a166a17a5ceba1dbd6b328cd4e4898bf826a70;11/12/2017;"";"";"";""
2db2b60ac94f07fa2c30fd43ae241069839392a94b1b65060418c8667a0367eb;29/12/2017;"";"";"";""
c03bc4488bc625e6121e6674bdba9f827c938bf4812d7ea50f47eb5dcbab2528;25/01/2017;"";"";"";""
c1c81d46c1ff4ba6acf28b5a17b7b768bb11bddbeaa25a76c1de864da075a035;09/03/2018;"";"";"";""
756de33c4fd2f8d99ab3bf628c8a27a4924a8b1f43def5ad549f51828530b3f1;27/04/2018;"";"";"";""
01bf5dfa6633ac6553c271cd4e22d4acddf55d3695c42ba6c3637bb4f7915991;19/05/2017;"";"";"";""
b06d9444c4a5ad1707154a6441200dd3b114b017fe903fb17da51ae841f4c9a1;27/12/2017;"";"";"";""
fc22e5714c269e5c86b9c396d2ce4e5bb5a9481e37af2f3b44fe6d5e6cd0a9dc;03/02/2018;"";"";"";""
8db11823feef683cb7c43636daa20b325a11ba608bacd0ea747f6cb7e8daa49b;11/03/2019;"";"";"";""
fa8ab7e91dabf98577a3238341429d27b72ba09ab0c4fca0ee1615f699727a12;17/08/2018;"";"";"";""
426b602eb959cb9cbe36165076544b0d0d89f112ac1c733b89242da39138db48;04/05/2017;"";"";"";""
883928a0016300a24612dad3ab656c6b79a2985e48f8c2d46a91d16f3270147e;02/03/2018;"";"";"";""
b1e7ac3baa8a6de85c77bbe3de2c0eef0ac130d8c93480ab3ad95318e3ceba69;12/09/2017;"";"";"";""
0fc6f22a46fed2983809da359a0a62c0507031f200a51b26bb30cd38a81a9543;08/03/2018;"";"";"";""
3b44ae92f97fdc4d26016cfc909b20649c1f9887a4489e02f7a34a39017433c0;31/03/2018;"";"";"";""
cee781a6add0f116f9406e7639bf3c0d9491f4a89c67f06187c487042c46c38c;13/01/2019;"";"";"";""
72173ae36213b8f687cfb17e7ae501405cce2c63c06e2cc56730851a4e1c255c;29/04/2018;"";"";"";""
d02c96912a10ec7d7dacedb52b453231ad928b684afdeba2d3fe1120e81094a3;19/07/2017;"";"";"";""
d2253935c4706b3fdea0396cfe6a717eac30ef431669abed09883b427ae4a916;04/12/2017;"";"";"";""
a2d0ef0570728c23e8932588fb4928ca3b340f809e6ce0d22da14fc8e33a429f;26/01/2017;"";"";"";""
c58a45eb864cc6b30b8d7bae67f1ffa8f05d9590f92d6a64a41955398a95944a;14/03/2017;"";"";"";""
59919b6476710a7db1ffdd4f7376554cbfa66b8225d60619c68a87f8cc25112f;30/03/2018;"";"";"";""
b649618bd75ce9ad06ce8196f8370df2540ec8420feceee9624df468a127610d;29/09/2018;"";"";"";""
82fb5b31a053a6df4ff6453692fc3df4dcf65c86fad9bbb13b762aa9876c1568;19/04/2018;"";"";"";""
5f746e906db4964180a7ce8e57c362b9b5015ada4626a7be0b496688540587ff;23/05/2017;"";"";"";""
